nome,preco,oferta,gramagem,categoria,data_ini,data_fim,date_source,supermarket,tablode_source,marca,produto
Capas de almofadas,,20% de desconto,,Almofadas,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/92d08c160767dc96c5459930d61fd1b504a2905c.webp,,Capas de almofadas
Manta para sofá,35.99,,,Mantas,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/92d08c160767dc96c5459930d61fd1b504a2905c.webp,,Manta para sofá
"Travesseiro Fiber Foam Ortobom Branco, 45x65cm",11.99,,,Travesseiros,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/92d08c160767dc96c5459930d61fd1b504a2905c.webp,ortobom,"travesseiro fiber foam branco, 45x65cm"
Travesseiro Gold Life,19.99,,,Travesseiros,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/92d08c160767dc96c5459930d61fd1b504a2905c.webp,gold life,travesseiro
Suave Nuit Ortobom,19.99,,,Travesseiros,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/92d08c160767dc96c5459930d61fd1b504a2905c.webp,suave nuit ortobom,
Travesseiro Cotton Plus Camesa,29.99,,,Travesseiros,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/92d08c160767dc96c5459930d61fd1b504a2905c.webp,cotton,travesseiro plus camesa
Travesseiro Due Ortobom 45x65cm,35.99,,,Travesseiros,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/92d08c160767dc96c5459930d61fd1b504a2905c.webp,ortobom,travesseiro due 45x65cm
Travesseiro Nasa Fit Duoflex,35.99,,,Travesseiros,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/92d08c160767dc96c5459930d61fd1b504a2905c.webp,duoflex,travesseiro nasa fit
Travesseiro Nasa Air Duoflex,55.99,,,Travesseiros,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/92d08c160767dc96c5459930d61fd1b504a2905c.webp,duoflex,travesseiro nasa air
Travesseiro Nasão Fibrasca Espuma,55.99,,,Travesseiros,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/92d08c160767dc96c5459930d61fd1b504a2905c.webp,fibrasca,travesseiro nasão espuma
Travesseiro de corpo Ortobom 35x120cm,59.99,,,Travesseiros,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/92d08c160767dc96c5459930d61fd1b504a2905c.webp,ortobom,travesseiro de corpo 35x120cm
Travesseiro FrostGel,55.99,,,Travesseiros,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/92d08c160767dc96c5459930d61fd1b504a2905c.webp,,Travesseiro FrostGel
"Travesseiro Nasa + Conforto Duoflex Viscoelástico, 50x70cm",79.99,,,Travesseiros,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/92d08c160767dc96c5459930d61fd1b504a2905c.webp,duoflex,"travesseiro nasa + conforto viscoelástico, 50x70cm"
Fronhas,,50% de desconto na 2ª unidade,,Roupas de Cama,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/92d08c160767dc96c5459930d61fd1b504a2905c.webp,,Fronhas
Protetores de cama,,20% de desconto,,Roupas de Cama,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/92d08c160767dc96c5459930d61fd1b504a2905c.webp,,Protetores de cama
Jogo de cama duplo Camesa Solteiro,35.99,,,Roupas de Cama,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/92d08c160767dc96c5459930d61fd1b504a2905c.webp,camesa,jogo de cama duplo solteiro
Jogo de cama duplo Camesa Casal,55.99,,,Roupas de Cama,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/92d08c160767dc96c5459930d61fd1b504a2905c.webp,camesa,jogo de cama duplo casal
Jogo de cama duplo Camesa Queen,65.99,,,Roupas de Cama,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/92d08c160767dc96c5459930d61fd1b504a2905c.webp,camesa,jogo de cama duplo queen
Colcha Dupla Face Andreza,,20% de desconto,,Roupas de Cama,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/92d08c160767dc96c5459930d61fd1b504a2905c.webp,andreza,colcha dupla face
Camesa,,20% de desconto,,Roupas de Cama,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/92d08c160767dc96c5459930d61fd1b504a2905c.webp,camesa,
Leite Fermentado Frutap Tradicional,1.99,,170g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/d84dbf09109ab8c81c678e60aa94b359d7a2d039.webp,frutap,leite fermentado tradicional
Leite Fermentado Frutap Family,7.99,,900g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/d84dbf09109ab8c81c678e60aa94b359d7a2d039.webp,frutap family,leite fermentado
Bebida láctea Frutilac Sabores,4.99,,850g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/d84dbf09109ab8c81c678e60aa94b359d7a2d039.webp,frutilac,bebida láctea sabores
Bebida láctea Carolina Sabores,3.29,,510g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/d84dbf09109ab8c81c678e60aa94b359d7a2d039.webp,carolina,bebida láctea sabores
Iogurte Lacfree Verde Campo Sabores,3.39,,140g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/d84dbf09109ab8c81c678e60aa94b359d7a2d039.webp,verde campo,iogurte lacfree sabores
Iogurte líquido Natural Whey Verde Campo,6.74,Leve 4 pague 3,180ml,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/d84dbf09109ab8c81c678e60aa94b359d7a2d039.webp,verde campo,iogurte líquido natural whey
Iogurte líquido Natural Whey Verde Campo,8.9,,250g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/d84dbf09109ab8c81c678e60aa94b359d7a2d039.webp,verde campo,iogurte líquido natural whey
Iogurte líquido Natural Whey Verde Campo,14.99,,500g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/d84dbf09109ab8c81c678e60aa94b359d7a2d039.webp,verde campo,iogurte líquido natural whey
Iogurte Bob Esponja Batavo,3.0,Leve 4 pague 3,120g/125g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/d84dbf09109ab8c81c678e60aa94b359d7a2d039.webp,bob esponja batavo,iogurte
Bebida láctea fermentada Pense Zero Batavo,1.87,Leve 4 pague 3,170g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/d84dbf09109ab8c81c678e60aa94b359d7a2d039.webp,batavo,bebida láctea fermentada pense zero
Iogurte Pense Zero Batavo Sabores,13.2,,1.15kg,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/d84dbf09109ab8c81c678e60aa94b359d7a2d039.webp,batavo,iogurte pense zero sabores
Iogurte polpa Batavo Probio2,6.0,50% de desconto na 2ª unidade,510g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/d84dbf09109ab8c81c678e60aa94b359d7a2d039.webp,batavo,iogurte polpa probio2
Iogurte líquido Batavo Probio2,6.2,50% de desconto na 2ª unidade,850g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/d84dbf09109ab8c81c678e60aa94b359d7a2d039.webp,batavo,iogurte líquido probio2
Iogurte grego Vigor Sabores,2.17,Leve 4 pague 3,90g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/d84dbf09109ab8c81c678e60aa94b359d7a2d039.webp,vigor,iogurte grego sabores
Iogurte Vigor Mix Sabores,3.79,,140g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/d84dbf09109ab8c81c678e60aa94b359d7a2d039.webp,vigor,iogurte mix sabores
Iogurte natural Viv Vigor Sabores,2.17,Leve 4 pague 3,150g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/d84dbf09109ab8c81c678e60aa94b359d7a2d039.webp,vigor,iogurte natural viv sabores
Iogurte líquido Vigor Sabores,1.99,,170g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/d84dbf09109ab8c81c678e60aa94b359d7a2d039.webp,vigor,iogurte líquido sabores
Iogurte Vigor Viv Sabores,3.39,,170g,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/d84dbf09109ab8c81c678e60aa94b359d7a2d039.webp,vigor viv,iogurte sabores
Iogurte líquido Vigor Sabores,12.99,,1.25kg,Laticínios,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/d84dbf09109ab8c81c678e60aa94b359d7a2d039.webp,vigor,iogurte líquido sabores
Coca-Cola Original + Fanta Laranja,15.69,Bipack,2 litros cada,Refrigerante,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,fanta laranja,coca-cola original +
Coca-Cola Sem açúcar,9.49,,2 litros,Refrigerante,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,sem açúcar,coca-cola
Guaraná Antarctica,8.59,,2 litros,Refrigerante,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,guaraná antarctica,
Coca-Cola Lata,2.99,,350ml,Refrigerante,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,coca-cola,lata
Suco Néctar Tial 100%,7.69,,1 litro,Suco,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,tial,suco néctar 100%
Refresco em pó Tang,0.99,,18g,Refresco em pó,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,fresco,re em pó tang
Água mineral Crystal,2.99,,"1,5 litro",Água,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,crystal,água mineral
Energético Baly,4.99,,473ml,Energético,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,baly,energético
Vodka Smirnoff,35.99,,998ml,Bebida alcoólica,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,smirnoff,vodka
Aperitivo Bitter Campari,48.5,,750ml,Bebida alcoólica,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,campari,aperitivo bitter
Whisky Chivas Regal,98.99,,750ml,Bebida alcoólica,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,chivas regal,whisky
"Vinhos Portugueses Pardal, Telmo e Mateus",,50% de desconto na 2ª unidade,,Bebida alcoólica,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,mateus,"vinhos portugueses pardal, telmo e"
Vinho Chalise,14.9,,750ml,Bebida alcoólica,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,chalise,vinho
Cerveja Brahma,3.19,,350ml,Bebida alcoólica,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,brahma,cerveja
Cerveja Budweiser,3.95,,350ml,Bebida alcoólica,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,budweiser,cerveja
Cerveja Spaten,2.69,,269ml,Bebida alcoólica,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,spaten,cerveja
Cerveja Hoegaarden White,3.99,,269ml,Bebida alcoólica,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,hoegaarden,cerveja white
Cerveja Patagonia IPA,4.79,,350ml,Bebida alcoólica,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,patagonia,cerveja ipa
Cerveja Corona Extra,6.49,,330ml,Bebida alcoólica,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,corona extra,cerveja
Água mineral Carrefour,2.59,,"1,5 litro",Água,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,carrefour,água mineral
Água de Coco Carrefour Classic,8.99,,1 litro,Bebida,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,carrefour classic,água de coco
Energético Bad Boy,8.99,,473ml,Energético,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,bad boy,energético
Suco Integral Carrefour Classic,20.29,,"1,5 litro",Suco,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,carrefour classic,suco integral
Cerveja Quilmes,3.41,,350ml,Bebida alcoólica,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,quilmes,cerveja
Vinho Santa Colheita,14.8,,750ml,Bebida alcoólica,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/0c3aa95b30e55b4c8996b1d39042ad1210f4abcf.webp,santa colheita,vinho
Coxa com sobrecoxa de frango,5.98,False,1 kg,Carnes,23/08/2024,24/08/2024,2024_10_09,carrefour,imagens_carrefour/90a11a9934807ff94466972c3d7d34cb1adb321a.webp,ox,ca com sobreca de frango
Tabletes de chocolate,,Leve 4 Pague 3,,Doces,23/08/2024,23/08/2024,2024_10_09,carrefour,imagens_carrefour/90a11a9934807ff94466972c3d7d34cb1adb321a.webp,ola,tabletes de chocte
Chocolate Tortuguita Arcor,4.19,Leve 4 Pague 3,80g,Doces,23/08/2024,23/08/2024,2024_10_09,carrefour,imagens_carrefour/90a11a9934807ff94466972c3d7d34cb1adb321a.webp,tortuguita arcor,chocolate
Creme de leite Triângulo,2.79,False,200g,Laticínios,23/08/2024,23/08/2024,2024_10_09,carrefour,imagens_carrefour/90a11a9934807ff94466972c3d7d34cb1adb321a.webp,triângulo,creme de leite
Fanta Laranja,5.59,False,2 litros,Bebidas,23/08/2024,24/08/2024,2024_10_09,carrefour,imagens_carrefour/90a11a9934807ff94466972c3d7d34cb1adb321a.webp,fanta laranja,
"Lençóis, fronhas, toalhas de banho e rosto",,20% de desconto,,"Cama, mesa e banho",23/08/2024,24/08/2024,2024_10_09,carrefour,imagens_carrefour/90a11a9934807ff94466972c3d7d34cb1adb321a.webp,,"Lençóis, fronhas, toalhas de banho e rosto"
Lençol solteiro,29.99,True,,"Cama, mesa e banho",23/08/2024,24/08/2024,2024_10_09,carrefour,imagens_carrefour/90a11a9934807ff94466972c3d7d34cb1adb321a.webp,sol,lençol teiro
Smartphone Moto G34,898.5,True,,Eletrônicos,23/08/2024,24/08/2024,2024_10_09,carrefour,imagens_carrefour/90a11a9934807ff94466972c3d7d34cb1adb321a.webp,moto g34,smartphone
Feijão Filetto,5.99,False,1 kg,Alimentos,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/90a11a9934807ff94466972c3d7d34cb1adb321a.webp,filetto,feijão
Chocolates Garoto,,Leve 4 Pague 3,,Doces,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/90a11a9934807ff94466972c3d7d34cb1adb321a.webp,garoto,chocolates
Talento,,Leve 4 Pague 3,,Doces,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/90a11a9934807ff94466972c3d7d34cb1adb321a.webp,talento,
Leite fermentado Activia,,50% de desconto na 2ª unidade,800g,Laticínios,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/90a11a9934807ff94466972c3d7d34cb1adb321a.webp,activia,leite fermentado
Pizzas Perdigão,,50% de desconto na 2ª unidade,460g ou 600g,Congelados,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/90a11a9934807ff94466972c3d7d34cb1adb321a.webp,perdigão,pizzas
lasanhas Sadia,,50% de desconto na 2ª unidade,460g ou 600g,Congelados,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/90a11a9934807ff94466972c3d7d34cb1adb321a.webp,sadia,lasanhas
Vinhos europeus,,50% de desconto na 2ª unidade,,Bebidas alcoólicas,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/90a11a9934807ff94466972c3d7d34cb1adb321a.webp,europeus,vinhos
Fraldas descartáveis Personal,,60% de desconto na 2ª unidade,,Higiene,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/90a11a9934807ff94466972c3d7d34cb1adb321a.webp,personal,fraldas descartáveis
Papel higiênico Neve,29.99,False,16 rolos,Higiene,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/90a11a9934807ff94466972c3d7d34cb1adb321a.webp,neve,papel higiênico
Lava-roupas Brilhante,32.9,False,3 litros,Limpeza,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/90a11a9934807ff94466972c3d7d34cb1adb321a.webp,brilhante,lava-roupas
Sabonete Carrefour My Baby,2.99,,90g,Higiene Infantil,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/de9caa9a7f0a88a64c52e54f422ee2a88b8b1bf0.webp,carrefour my baby,sabonete
Sabonete líquido Carrefour My Baby,5.99,,200ml,Higiene Infantil,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/de9caa9a7f0a88a64c52e54f422ee2a88b8b1bf0.webp,carrefour my baby,sabonete líquido
Lenço umedecido Carrefour My Baby,19.99,Leve 4 Pague 3,48 unidades,Higiene Infantil,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/de9caa9a7f0a88a64c52e54f422ee2a88b8b1bf0.webp,carrefour my baby,lenço umedecido
Escova dental infantil Oral-B Mickey,17.9,,4 unidades,Higiene Bucal Infantil,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/de9caa9a7f0a88a64c52e54f422ee2a88b8b1bf0.webp,oral-b,escova dental infantil mickey
Creme,5.99,50% de desconto na 2ª unidade,50g,Higiene Bucal Infantil,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/de9caa9a7f0a88a64c52e54f422ee2a88b8b1bf0.webp,,Creme
gel dental Oral-B Kids,5.99,50% de desconto na 2ª unidade,50g,Higiene Bucal Infantil,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/de9caa9a7f0a88a64c52e54f422ee2a88b8b1bf0.webp,oral-b kids,gel dental
Kit shampoo + condicionador Trá Lá Lá Kids,19.9,,480ml,Higiene Infantil,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/de9caa9a7f0a88a64c52e54f422ee2a88b8b1bf0.webp,trá lá lá kids,kit shampoo + condicionador
Curativos Band-Aid,,20% de desconto,10/40 unidades,Primeiros Socorros,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/de9caa9a7f0a88a64c52e54f422ee2a88b8b1bf0.webp,band-aid,curativos
Lenço umedecido Upa Bebê,6.99,,120 unidades,Higiene Infantil,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/de9caa9a7f0a88a64c52e54f422ee2a88b8b1bf0.webp,upa bebê,lenço umedecido
Lenço umedecido Upa Bebê,3.89,,60 unidades,Higiene Infantil,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/de9caa9a7f0a88a64c52e54f422ee2a88b8b1bf0.webp,upa bebê,lenço umedecido
"Shampoos, condicionadores e creme para pentear Seda Juntinhos",,50% de desconto na 2ª unidade do mesmo produto,,Higiene Infantil,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/de9caa9a7f0a88a64c52e54f422ee2a88b8b1bf0.webp,seda juntinhos,"shampoos, condicionadores e creme para pentear"
"Linha de sabonetes líquidos, shampoos e condicionadores Dove Baby",,50% de desconto na 2ª unidade do mesmo produto,,Higiene Infantil,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/de9caa9a7f0a88a64c52e54f422ee2a88b8b1bf0.webp,dove baby,"linha de sabonetes líquidos, shampoos e condicionadores"
Baby Dove Hidratação Glicerinada,,,,Higiene Infantil,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/de9caa9a7f0a88a64c52e54f422ee2a88b8b1bf0.webp,baby,dove hidratação glicerinada
Motorola Moto G04S,43.9,True,,Smartphones,02/09/2024,15/09/2024,2024_10_09,carrefour,imagens_carrefour/5024399ccf4d76f9ed75903b3328259e1d308350.webp,motorola,moto g04s
"Smart TV Samsung 50"" 4K UHD 50DU7700",179.9,True,,TVs,02/09/2024,15/09/2024,2024_10_09,carrefour,imagens_carrefour/5024399ccf4d76f9ed75903b3328259e1d308350.webp,samsung,"smart tv 50"" 4k uhd 50du7700"
Notebook Asus X1502,299.9,True,,Notebooks,02/09/2024,15/09/2024,2024_10_09,carrefour,imagens_carrefour/5024399ccf4d76f9ed75903b3328259e1d308350.webp,asus,notebook x1502
Impressora HP Smart Tank 581 AIO,989.0,True,,Impressoras,02/09/2024,15/09/2024,2024_10_09,carrefour,imagens_carrefour/5024399ccf4d76f9ed75903b3328259e1d308350.webp,hp,impressora smart tank 581 aio
Fritadeira air fryer Oster OFRT522,34.9,True,,Eletrodomésticos,02/09/2024,15/09/2024,2024_10_09,carrefour,imagens_carrefour/5024399ccf4d76f9ed75903b3328259e1d308350.webp,oster,fritadeira air fryer ofrt522
Fritadeira air fryer Britânia BFR2100P,64.9,True,,Eletrodomésticos,02/09/2024,15/09/2024,2024_10_09,carrefour,imagens_carrefour/5024399ccf4d76f9ed75903b3328259e1d308350.webp,britânia,fritadeira air fryer bfr2100p
Micro-ondas Electrolux ME044,69.9,True,,Eletrodomésticos,02/09/2024,15/09/2024,2024_10_09,carrefour,imagens_carrefour/5024399ccf4d76f9ed75903b3328259e1d308350.webp,electrolux,micro-ondas me044
Travesseiro Nasão Fibrasca Espuma,55.99,False,,"Cama, Mesa e Banho",02/09/2024,15/09/2024,2024_10_09,carrefour,imagens_carrefour/5024399ccf4d76f9ed75903b3328259e1d308350.webp,fibrasca,travesseiro nasão espuma
"Jogo de cama Buddemeyer Solteiro, 3 peças",259.99,False,,"Cama, Mesa e Banho",02/09/2024,15/09/2024,2024_10_09,carrefour,imagens_carrefour/5024399ccf4d76f9ed75903b3328259e1d308350.webp,buddemeyer,"jogo de cama solteiro, 3 peças"
"Jogo de cama Buddemeyer Queen, 4 peças",329.9,False,,"Cama, Mesa e Banho",02/09/2024,15/09/2024,2024_10_09,carrefour,imagens_carrefour/5024399ccf4d76f9ed75903b3328259e1d308350.webp,buddemeyer,"jogo de cama queen, 4 peças"
"Jogo de cama Buddemeyer Casal, 4 peças",289.99,False,,"Cama, Mesa e Banho",02/09/2024,15/09/2024,2024_10_09,carrefour,imagens_carrefour/5024399ccf4d76f9ed75903b3328259e1d308350.webp,buddemeyer,"jogo de cama casal, 4 peças"
"Panela de pressão Vancouver Effect Tramontina 4,5 litros",19.99,True,,Utensílios Domésticos,02/09/2024,15/09/2024,2024_10_09,carrefour,imagens_carrefour/5024399ccf4d76f9ed75903b3328259e1d308350.webp,tramontina,"panela de pressão vancouver effect 4,5 litros"
"Dispenser para detergente Trium Jumplast Bege/Preto, 500ml",16.19,False,,Utensílios Domésticos,02/09/2024,15/09/2024,2024_10_09,carrefour,imagens_carrefour/5024399ccf4d76f9ed75903b3328259e1d308350.webp,jumplast,"dispenser para detergente trium bege/preto, 500ml"
"Pipicat Areia higiênica para gatos Floral/Campestre, 4kg",14.39,False,,Pet Shop,02/09/2024,15/09/2024,2024_10_09,carrefour,imagens_carrefour/5024399ccf4d76f9ed75903b3328259e1d308350.webp,pipicat,"areia higiênica para gatos floral/campestre, 4kg"
"Tapete higiênico para cães Carrefour Slim, 30 unidades",49.9,False,,Pet Shop,02/09/2024,15/09/2024,2024_10_09,carrefour,imagens_carrefour/5024399ccf4d76f9ed75903b3328259e1d308350.webp,carrefour,"tapete higiênico para cães slim, 30 unidades"
Água de coco Carrefour,9.79,False,1 litro,Bebidas,23/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/c9a1dd70ab1a500f06091aaafbd6abc152e4e7bf.webp,carrefour,água de coco
Energético Bad Boy,9.49,False,473ml,Bebidas,23/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/c9a1dd70ab1a500f06091aaafbd6abc152e4e7bf.webp,bad boy,energético
Néctar Carrefour Classic Abacaxi com hortelã,5.89,False,1 litro,Bebidas,23/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/c9a1dd70ab1a500f06091aaafbd6abc152e4e7bf.webp,carrefour classic,néctar abacaxi com hortelã
Suco integral Carrefour Uva,18.09,False,1.5 litro,Bebidas,23/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/c9a1dd70ab1a500f06091aaafbd6abc152e4e7bf.webp,carrefour,suco integral uva
Vinho Carrefour Classic Tinto Suave,14.99,False,750ml,Bebidas Alcoólicas,23/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/c9a1dd70ab1a500f06091aaafbd6abc152e4e7bf.webp,carrefour classic,vinho tinto suave
Desodorante Carrefour Soft,10.29,False,150ml,Higiene Pessoal,23/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/c9a1dd70ab1a500f06091aaafbd6abc152e4e7bf.webp,carrefour soft,desodorante
Sabonete líquido Carrefour Limão siciliano,18.99,False,2 litros,Higiene Pessoal,23/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/c9a1dd70ab1a500f06091aaafbd6abc152e4e7bf.webp,carrefour,sabonete líquido limão siciliano
Fralda Carrefour My Baby,29.99,False,M30,Bebês,23/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/c9a1dd70ab1a500f06091aaafbd6abc152e4e7bf.webp,carrefour my baby,fralda
Fralda Carrefour My Baby Pants,25.99,False,G17,Bebês,23/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/c9a1dd70ab1a500f06091aaafbd6abc152e4e7bf.webp,carrefour my baby,fralda pants
Lenço umedecido Carrefour Baby,8.99,False,48 unidades,Bebês,23/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/c9a1dd70ab1a500f06091aaafbd6abc152e4e7bf.webp,carrefour baby,lenço umedecido
Papel higiênico Carrefour Soft,22.29,True,16 rolos,Higiene Pessoal,23/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/c9a1dd70ab1a500f06091aaafbd6abc152e4e7bf.webp,carrefour soft,papel higiênico
